ID,Organizadora,Cargo,Ano,Materia,Assunto,Enunciado,Gabarito,URL
1586,"CEBRASPE (CESPE)","Ana Min (MPE PI)",2012,"","","A respeito de orçamento e procedimentos contábeis no setor público, julgue o item subsequente. As prestações de contas são submetidas a julgamento regular se expressarem, de forma clara e objetiva, a exatidão dos demonstrativos contábeis, a legalidade, a legitimidade e a economicidade dos atos de gestão da autoridade competente.",Certo,"www.tecconcursos.com.br/questoes/1298139"
1587,"CEBRASPE (CESPE)","Proc MPC (TCE-BA)",2010,"","","Julgue o item subsequente, relativo ao TCE/BA. As contas de determinado ordenador de despesas que tenham sido arquivadas sem baixa de responsabilidade por serem iliquidáveis podem, passado o prazo de cinco anos sem ocorrência de fato novo, ser consideradas encerradas, havendo a baixa da responsabilidade do ordenador.",Certo,"www.tecconcursos.com.br/questoes/196193"
1588,"CEBRASPE (CESPE)","Ana (SAD PE)",2010,"","","Entre as recomendações emanadas pelo Tribunal de Contas de Pernambuco, contidas no parecer prévio sobre as contas do governo estadual de 2008, destaca-se",C,"www.tecconcursos.com.br/questoes/1545919"
1589,"CEBRASPE (CESPE)","AUFC (TCU)",2009,"","","Com referência às competências do Tribunal de Contas da União (TCU) e em conformidade com as regras constitucionais relativas ao controle externo, julgue o item que se segue. No exame das contas prestadas anualmente pelo presidente da República, o TCU, ao verificar irregularidades graves, poderá impor sanções ao chefe do Poder Executivo, sem prejuízo da apreciação dessas mesmas contas pelo Congresso Nacional.",Errado,"www.tecconcursos.com.br/questoes/5726"
1590,"CEBRASPE (CESPE)","AssCE (TCE-TO)",2009,"","","Ao apreciar os processos, o TCE/TO pode decidir, em relação ao julgamento das contas públicas,",A,"www.tecconcursos.com.br/questoes/925951"
1591,"CEBRASPE (CESPE)","Ass Tec (TCE-RN)",2009,"","","Com relação à natureza, competência e jurisdição do TCE/RN, julgue o item seguinte. O TCE/RN, ao julgar as contas dos dirigentes das unidades e entidades dos municípios, está também fiscalizando a aplicação dos recursos que lhes são transferidos pela União e pelo estado.",Certo,"www.tecconcursos.com.br/questoes/1377125"
1592,"CEBRASPE (CESPE)","Ass Tec (TCE-RN)",2009,"","","Com relação à natureza, competência e jurisdição do TCE/RN, julgue o item seguinte. O julgamento das contas tem considerável impacto nas pretensões eleitorais dos candidatos a cargos políticos, pois o TCE/RN deverá informar ao TRE os nomes dos responsáveis por pendências em suas prestações de contas, apuradas em diligências que estejam em fase de realização.",Errado,"www.tecconcursos.com.br/questoes/1377127"
1593,"CEBRASPE (CESPE)","Ass Tec (TCE-RN)",2009,"","","Com base nas normas de organização e funcionamento do TCE/RN, julgue o próximo item. O Sistema Integrado de Auditoria Informatizada (SIAI) realiza a captação dos dados e informações da gestão fiscal dos órgãos e entidades jurisdicionados e lhes dá o tratamento apropriado ao acompanhamento e controle da execução orçamentária e financeira, tendo como foco a observância da responsabilidade fiscal.",Certo,"www.tecconcursos.com.br/questoes/1377129"
1594,"CEBRASPE (CESPE)","Insp CEx (TCE-RN)",2009,"","","Com base nas normas de organização e funcionamento do TCE/RN, julgue o próximo item. A documentação que os órgãos e entidades sujeitos à fiscalização do TCE/RN tiverem de encaminhar à Corte de Contas deverá ser apresentada por cópia, permanecendo os originais à disposição, nos respectivos órgãos e entidades. Se houver exigência de apresentação do mesmo documento a mais de um órgão de fiscalização, o original deverá ser encaminhado ao TCE.",Errado,"www.tecconcursos.com.br/questoes/1377131"
1595,"CEBRASPE (CESPE)","Insp CEx (TCE-RN)",2009,"","","Acerca do controle da legalidade das aposentadorias, reformas e pensões pelos TCs, julgue o item subsequente. Caso não seja suspenso o pagamento de ato de concessão de aposentadoria, reforma ou pensão considerado ilegal pelo TCE/RN, este determinará a instauração ou conversão do processo em tomada de contas especial, para apurar responsabilidades e promover o ressarcimento das despesas irregularmente efetuadas aos cofres públicos.",Certo,"www.tecconcursos.com.br/questoes/1378234"
1596,"CEBRASPE (CESPE)","ACE (TCE AC)",2009,"","","Várias são as situações que caracterizam irregularidades no julgamento das contas, de que resulta a condenação ao pagamento da dívida, acrescida de atualização monetária e juros. Caracteriza dano mensurável e atribuível ao responsável",B,"www.tecconcursos.com.br/questoes/1568091"
1597,"CEBRASPE (CESPE)","AAMA (IBRAM DF)",2009,"","","No que se refere a auditoria no setor público, julgue o item seguinte. Para emissão do certificado de regularidade, na gestão dos recursos públicos, deverá ser verificado o princípio da legalidade.",Errado,"www.tecconcursos.com.br/questoes/1841814"
1598,"CEBRASPE (CESPE)","ACE (TCE AC)",2008,"","","Determinado ordenador de despesa, após desviar recursos financeiros, teve suas contas julgadas pelo tribunal de contas como irregulares. Considerando essa situação hipotética, assinale a opção incorreta.",E,"www.tecconcursos.com.br/questoes/1567776"
1599,"CEBRASPE (CESPE)","ACE (TCE AC)",2008,"","","Acerca do adiantamento de numerário a servidor e sua prestação de contas, assinale a opção correta.",E,"www.tecconcursos.com.br/questoes/1568236"
1600,"CEBRASPE (CESPE)","TNS (MS)",2008,"","","Em relação ao controle externo da gestão pública, julgue o item que se segue. O parecer prévio que o TCU deve elaborar sobre as contas prestadas anualmente pelo presidente da República deve, obrigatoriamente, opinar pela sua rejeição, aprovação ou aprovação com ressalvas.",Certo,"www.tecconcursos.com.br/questoes/1615865"
1601,"CEBRASPE (CESPE)","Tec Proc (PGE PA)",2007,"","","Acerca das tomadas e prestações de contas, assinale a opção correta.",B,"www.tecconcursos.com.br/questoes/1112254"
1602,"CEBRASPE (CESPE)","Proc MPC (TCM-GO)",2007,"","","De decisão em processo de prestação ou tomada de contas, mesmo especial, de decisão de mérito proferida em processos sujeitos a registro cabe Recurso Ordinário, com efeito suspensivo, podendo ser formulado uma só vez e por escrito, pela parte ou pelo Ministério Público junto ao Tribunal, dentro do prazo de quinze dias, contados da intimação da decisão recorrida. Considerando o artigo da Lei Orgânica do TCM/GO transcrito acima, assinale a opção incorreta.",C,"www.tecconcursos.com.br/questoes/1325082"
1603,"CEBRASPE (CESPE)","AJ TSE",2007,"","","As contas do último ano de mandato do chefe do Executivo serão julgadas irregulares pelo órgão de controle, caso o referido chefe tenha",C,"www.tecconcursos.com.br/questoes/2348653"
1604,"CEBRASPE (CESPE)","ACE (TCE AC)",2006,"","","De acordo com a Lei Complementar n.º 38/1993, Lei Orgânica do TCA, julgue o próximo item. Considere que, mediante convênio, o Estado repassou a determinado município certa quantia para reforma de escolas. Quando da prestação de contas, a autoridade administrativa competente, mesmo tendo observado desfalque, não tomou nenhuma providência. Nessa situação, deverá ser instaurada tomada de contas especial, respondendo a autoridade administrativa de forma solidária com os responsáveis pelo prejuízo causado ao erário.",Certo,"www.tecconcursos.com.br/questoes/1568744"
1605,"CEBRASPE (CESPE)","ACE (TCE AC)",2006,"","","De acordo com a Lei Complementar n.º 38/1993, Lei Orgânica do TCA, julgue o próximo item. Quando as contas analisadas pelo TCA expressarem exatidão dos demonstrativos contábeis, legitimidade, legalidade e economicidade, elas serão julgadas regulares, ao passo que as contas regulares com ressalva ocorrerão por prática de impropriedade ou falta de natureza formal, como, por exemplo, na não-observância mínima de número de licitantes para aquisição de produto por meio de convite.",Errado,"www.tecconcursos.com.br/questoes/1568745"
1606,"CEBRASPE (CESPE)","AUCE (TCE-PE)",2004,"","","Quanto à Lei Orgânica do TCE/PE, julgue o item seguinte. Em virtude de racionalização e economia processual, objetivando evitar custo de cobrança superior ao valor do ressarcimento, o TCE/PE poderá determinar o arquivamento do processo. Esse procedimento não significa cancelamento do débito, a cujo pagamento permanece obrigado o devedor.",Certo,"www.tecconcursos.com.br/questoes/196406"
1607,"CEBRASPE (CESPE)","AG (TCE-PE)",2004,"","","Com referência à Constituição Estadual e à Lei Orgânica do Tribunal de Contas do Estado de Pernambuco (TCE/PE), julgue o item a seguir. No que diz respeito ao julgamento das contas anuais do governador, o modelo federativo foi estendido simetricamente. Desse modo, preserva-se sempre a competência do Poder Legislativo para julgar as contas do chefe do Poder Executivo.",Certo,"www.tecconcursos.com.br/questoes/196638"
1608,"CEBRASPE (CESPE)","AG (TCE-PE)",2004,"","","Com referência à Constituição Estadual e à Lei Orgânica do Tribunal de Contas do Estado de Pernambuco (TCE/PE), julgue o item a seguir. Se, em virtude de incêndio no prédio do TCE/PE, comprovadamente alheio à vontade do responsável, o tribunal ficar impossibilitado de julgar o mérito das contas de determinado administrador, nesse caso, tais contas serão consideradas iliquidáveis, porém, o tribunal não poderá ordenar o trancamento dessas contas.",Errado,"www.tecconcursos.com.br/questoes/196643"
1609,"CEBRASPE (CESPE)","AG (TCE-PE)",2004,"","","Com referência à Constituição Estadual e à Lei Orgânica do Tribunal de Contas do Estado de Pernambuco (TCE/PE), julgue o item a seguir. Considere que, na execução de um contrato de uma obra pública, o gerente de uma construtora, em conluio com um gestor público estadual, acarretou injustificado dano ao erário. Nesse caso, haverá, necessariamente, tomada de contas especial, e o TCE/PE definirá a responsabilidade individual do servidor e do gerente da construtora.",Errado,"www.tecconcursos.com.br/questoes/196645"
1610,"CEBRASPE (CESPE)","AG (TCE-PE)",2004,"","","Com referência à Constituição Estadual e à Lei Orgânica do Tribunal de Contas do Estado de Pernambuco (TCE/PE), julgue o item a seguir. Prestação de contas especial é o procedimento administrativo de entrada e saída de dinheiro, bens e valores públicos elaborada pela autoridade competente por meio dos serviços contábeis e com base na tomada de contas especial, quando da omissão no dever de prestar contas pelo gestor ou responsável pela aplicação dos recursos públicos.",Certo,"www.tecconcursos.com.br/questoes/196646"
1611,"CEBRASPE (CESPE)","AUCE (TCE-PE)",2004,"","","Acerca da tomada e prestações de contas junto ao Tribunal de Contas do Estado de Pernambuco (TCE/PE), julgue o item que se segue. A tomada de contas ordinária é o procedimento administrativo que se baseia na confrontação da escrita com os correspondentes documentos, considerando a situação dos saldos no início e término do exercício ou período de gestão.",Certo,"www.tecconcursos.com.br/questoes/197048"
1612,"CEBRASPE (CESPE)","AUCE (TCE-PE)",2004,"","","Acerca da tomada e prestações de contas junto ao Tribunal de Contas do Estado de Pernambuco (TCE/PE), julgue o item que se segue. A tomada de contas especial é o procedimento administrativo apto à verificação das entradas e saídas de dinheiros, que deve ser efetuado pela autoridade competente quando da omissão no dever de prestar contas pelo gestor na ocorrência de desvios ou de atos ilegítimos.",Certo,"www.tecconcursos.com.br/questoes/197049"
1613,"CEBRASPE (CESPE)","AUCE (TCE-PE)",2004,"","","Acerca da tomada e prestações de contas junto ao Tribunal de Contas do Estado de Pernambuco (TCE/PE), julgue o item que se segue. No tocante ao controle interno, o servidor pode ser considerado responsável solidário se tiver conhecimento de irregularidades e não tomar nenhuma providência.",Certo,"www.tecconcursos.com.br/questoes/197051"
1614,"CEBRASPE (CESPE)","AUCE (TCE-PE)",2004,"","","Quanto à Lei Orgânica do TCE/PE, julgue o item subseqüente. Nas contas julgadas regulares com ressalvas, o TCE/PE deverá aplicar sanções, conforme previsto em lei.",Errado,"www.tecconcursos.com.br/questoes/197283"
1615,"CEBRASPE (CESPE)","AUCE (TCE-PE)",2004,"","","Quanto à Lei Orgânica do TCE/PE, julgue o item subseqüente. As contas julgadas regulares com ressalva podem ter, ou não, aplicação de multa. Quando não houver multa, o TCE/PE emitirá certificado de quitação do responsável para com o erário titular do crédito e lhe determinará a adoção de medidas necessárias à correção das impropriedades, de modo a prevenir a ocorrência de outras semelhantes. Tais medidas saneadoras determinadas nas deliberações emitidas pelo tribunal vinculam o responsável à reincidência passível de cominação das sanções.",Errado,"www.tecconcursos.com.br/questoes/197284"
1616,"CEBRASPE (CESPE)","AA (TCE-PE)",2004,"","","Quanto à Lei Orgânica do TCE/PE, julgue o item seguinte. As contas julgadas como regulares pelo TCE/PE darão quitação plena ao responsável.",Certo,"www.tecconcursos.com.br/questoes/197434"
1617,"CEBRASPE (CESPE)","AA (TCE-PE)",2004,"","","Quanto à Lei Orgânica do TCE/PE, julgue o item seguinte. Em virtude de racionalização e economia processual, objetivando evitar custo de cobrança superior ao valor do ressarcimento, o TCE/PE poderá determinar o arquivamento do processo. Esse procedimento não significa cancelamento do débito, a cujo pagamento permanece obrigado o devedor.",Certo,"www.tecconcursos.com.br/questoes/197435"
1618,"CEBRASPE (CESPE)","AUCE (TCE-PE)",2004,"","","Com relação à Lei Orgânica de Pernambuco, julgue o seguinte item. Quando se trata de trancamento de contas consideradas iliquidáveis, e do conseqüente arquivamento do processo, sempre que houver novos elementos, o TCE/PE deve autorizar o desarquivamento do processo de conta considerada iliquidável e determinar a ultimação de tomada e prestação de contas, dentro do prazo de cinco anos.",Errado,"www.tecconcursos.com.br/questoes/197566"
1619,"CEBRASPE (CESPE)","Proc MPC (TCE-PE)",2004,"","","No que tange à Constituição de Pernambuco, julgue o item abaixo. Acerca da fiscalização realizada pelo TCE/PE, nos termos da Constituição Estadual, é correto afirmar que pode haver tomada de contas de pessoa que não seja agente público, e que nem todos os atos de admissão de pessoal precisam ser analisados, para fins de registro.",Certo,"www.tecconcursos.com.br/questoes/197732"
1620,"CEBRASPE (CESPE)","Proc (TCE-PE)",2004,"","","Considerando a Lei Orgânica do TCE/PE, julgue o seguinte item. Se o TCE/PE considerasse irregulares as contas de um governador, tal fato, por si só, não produziria qualquer conseqüência direta, nem sanção direta.",Certo,"www.tecconcursos.com.br/questoes/197849"
1621,"CEBRASPE (CESPE)","Proc (TCE-PE)",2004,"","","Considerando a Lei Orgânica do TCE/PE, julgue o seguinte item. Considere a seguinte situação hipotética. Houve omissão no dever de prestar contas quanto à aplicação de recursos estaduais repassados, mediante convênio, pela Secretaria Estadual de Educação à Associação dos Voluntários de Pernambuco. Nessa situação, pode a administração estadual instaurar tomada de contas especial.",Certo,"www.tecconcursos.com.br/questoes/197851"
1622,"CEBRASPE (CESPE)","Proc (TCE-PE)",2004,"","","Considerando a Lei Orgânica do TCE/PE, julgue o seguinte item. Conforme a referida lei, os órgãos ou entidades da administração pública do estado que utilizam processamento eletrônico de dados devem apresentá-los ao TCE/PE por meio magnético ou assemelhado, sendo facultativa sua emissão gráfica.",Errado,"www.tecconcursos.com.br/questoes/197854"
1623,"CEBRASPE (CESPE)","AUD (TC DF)",2002,"","","O controle externo, constitucionalmente definido, compreende a fiscalização contábil, financeira, orçamentária, operacional e patrimonial relativa ao ente político e a suas entidades. Essa fiscalização, incluindo a aplicação das subvenções e a renúncia de receitas, abrange os aspectos de legalidade, legitimidade e também de economicidade, de maneira que os atos administrativos, ainda que praticados segundo a lei e os regulamentos, podem vir a ser sancionados se forem antieconômicos. No âmbito do DF, o controle externo é de titularidade da Câmara Legislativa do DF (CLDF) e será exercido mediante o auxílio do TCDF, ao qual compete, em concreto, a realização das ações fiscalizatórias, a análise das contas anuais do governador do DF e o julgamento das contas dos administradores e demais responsáveis por dinheiros, bens e valores públicos distritais. Acerca das competências outorgadas ao TCDF e considerando as informações acima, julgue o item seguinte. Ao apreciar as contas anuais do governador do DF, que consistirão, precipuamente, nos balanços gerais do DF e no relatório do órgão central do controle interno do Poder Executivo, o TCDF deverá emitir parecer prévio no prazo de sessenta dias, a contar do recebimento, devendo esse parecer ser assinado pelos conselheiros, auditores e representante do Ministério Público junto ao tribunal de contas, e ser redigido por relator escolhido entre os conselheiros efetivos.",Certo,"www.tecconcursos.com.br/questoes/52845"
1624,"CEBRASPE (CESPE)","AUD (TC DF)",2002,"","","O controle externo, constitucionalmente definido, compreende a fiscalização contábil, financeira, orçamentária, operacional e patrimonial relativa ao ente político e a suas entidades. Essa fiscalização, incluindo a aplicação das subvenções e a renúncia de receitas, abrange os aspectos de legalidade, legitimidade e também de economicidade, de maneira que os atos administrativos, ainda que praticados segundo a lei e os regulamentos, podem vir a ser sancionados se forem antieconômicos. No âmbito do DF, o controle externo é de titularidade da Câmara Legislativa do DF (CLDF) e será exercido mediante o auxílio do TCDF, ao qual compete, em concreto, a realização das ações fiscalizatórias, a análise das contas anuais do governador do DF e o julgamento das contas dos administradores e demais responsáveis por dinheiros, bens e valores públicos distritais. Acerca das competências outorgadas ao TCDF e considerando as informações acima, julgue o item seguinte. O TCDF, mediante parecer prévio, julgará as contas do governador do DF como sendo regulares, regulares com ressalvas ou irregulares, competindo, por sua vez, à CLDF o julgamento das contas do TCDF.",Errado,"www.tecconcursos.com.br/questoes/52846"
1625,"CEBRASPE (CESPE)","AUD (TC DF)",2002,"","","O controle externo, constitucionalmente definido, compreende a fiscalização contábil, financeira, orçamentária, operacional e patrimonial relativa ao ente político e a suas entidades. Essa fiscalização, incluindo a aplicação das subvenções e a renúncia de receitas, abrange os aspectos de legalidade, legitimidade e também de economicidade, de maneira que os atos administrativos, ainda que praticados segundo a lei e os regulamentos, podem vir a ser sancionados se forem antieconômicos. No âmbito do DF, o controle externo é de titularidade da Câmara Legislativa do DF (CLDF) e será exercido mediante o auxílio do TCDF, ao qual compete, em concreto, a realização das ações fiscalizatórias, a análise das contas anuais do governador do DF e o julgamento das contas dos administradores e demais responsáveis por dinheiros, bens e valores públicos distritais. Acerca das competências outorgadas ao TCDF e considerando as informações acima, julgue o item seguinte. Aqueles que derem causa a perda, extravio ou outra irregularidade de que resulte dano ao erário estarão sujeitos a tomada de contas especial, que deve ser instaurada, de imediato, pela autoridade administrativa competente, sob pena de responsabilidade solidária, desde que os fatos já tenham sido devidamente apurados, os responsáveis identificados e o dano perfeitamente quantificado.",Errado,"www.tecconcursos.com.br/questoes/52847"
1626,"CEBRASPE (CESPE)","AUD (TC DF)",2002,"","","Com base na situação hipotética acima, julgue o item subseqüente. Não obstante a jurisdição do TCDF albergar os responsáveis pela aplicação de quaisquer recursos repassados pelo DF, mediante convênio, até o valor do repasse, a tomada de contas especial não é, na situação apresentada, o instrumento adequado para recompor eventual prejuízo causado ao erário.",Errado,"www.tecconcursos.com.br/questoes/52850"
1627,"CEBRASPE (CESPE)","AUD (TC DF)",2002,"","","Com base na situação hipotética acima, julgue o item subseqüente. O julgamento pela irregularidade das contas especiais, se confirmada a ausência de correlação dos recursos públicos repassados e a obra existente, ensejará a imediata remessa de cópia da documentação pertinente ao Ministério Público do DF para ajuizamento das ações civis e penais cabíveis.",Certo,"www.tecconcursos.com.br/questoes/52852"
1628,"CEBRASPE (CESPE)","AUD (TC DF)",2002,"","","A propósito do que dispõe a Lei Orgânica do TCDF, julgue o item seguinte. Ao julgar as contas anuais do governador do DF, o TCDF considerará não apenas aspectos relacionados à legalidade ou legitimidade dos atos de gestão, mas igualmente aspectos relacionados a sua economicidade.",Errado,"www.tecconcursos.com.br/questoes/52933"
1629,"CEBRASPE (CESPE)","Proc (MPTC DF)",2002,"","","Julgue o item que se segue, considerando a jurisprudência do STF acerca da atuação e da competência dos tribunais de contas. Caso o TCDF julgue irregulares as contas de determinado administrador, o Poder Judiciário poderá, caso provocado, transformar em regulares as referidas contas.",Errado,"www.tecconcursos.com.br/questoes/53290"
1630,"CEBRASPE (CESPE)","ACE (TC DF)",2002,"","","A fiscalização contábil, financeira, orçamentária, operacional e patrimonial dos entes da Federação e de suas entidades da administração direta e indireta é exercida pelos órgãos do Poder Legislativo com o auxílio dos tribunais de contas. Considerando especialmente as disposições da Constituição da República e da Lei Orgânica do TCDF, julgue o item a seguir. Diante da omissão no dever de prestar contas, da não-comprovação da aplicação dos recursos repassados pelo DF, da ocorrência de desfalque ou desvio de dinheiro, bens ou valores públicos, ou, ainda, da prática de qualquer ato ilegal, ilegítimo ou antieconômico, de que resulte dano ao erário, a autoridade administrativa competente, sob pena de responsabilidade solidária, deverá imediatamente adotar providências com vistas à instauração de tomada de contas especial para apuração dos fatos, identificação dos responsáveis e quantificação do dano.",Certo,"www.tecconcursos.com.br/questoes/53513"
1631,"CEBRASPE (CESPE)","Proc MPTCE RN",2002,"","","Embora os tribunais de contas não integrem o elenco dos órgãos do Poder Judiciário, a Constituição da República lhes comete o julgamento da regularidade das contas dos administradores e demais responsáveis por bens ou dinheiros públicos, o que implica investi-los no parcial exercício da função judicante. Acerca do processo de prestação ou tomada de contas no âmbito do Tribunal de Contas do Estado do Rio Grande do Norte (TCE/RN), julgue o item subseqüente. 1 Recebido o processo, cabe ao conselheiro-relator, preliminarmente, constatando a existência de irregularidade nas contas, definir, em caráter provisório, a responsabilidade individual ou solidária dos que agiram com culpa, ordenando a audiência dos responsáveis para, no prazo de vinte dias, apresentarem defesa ou recolherem o valor do débito, se houver.",Errado,"www.tecconcursos.com.br/questoes/2084122"
1632,"CEBRASPE (CESPE)","Proc MPTCE RN",2002,"","","Embora os tribunais de contas não integrem o elenco dos órgãos do Poder Judiciário, a Constituição da República lhes comete o julgamento da regularidade das contas dos administradores e demais responsáveis por bens ou dinheiros públicos, o que implica investi-los no parcial exercício da função judicante. Acerca do processo de prestação ou tomada de contas no âmbito do Tribunal de Contas do Estado do Rio Grande do Norte (TCE/RN), julgue o item subseqüente. 3 É de natureza preliminar a decisão que ordena o trancamento das contas por considerá-las iliquidáveis, situação que se evidencia quando caso fortuito ou de força maior, para cujos efeitos não haja concorrido o responsável por ação ou omissão, tornar materialmente impossível o julgamento de mérito.",Errado,"www.tecconcursos.com.br/questoes/2084125"
1633,"CEBRASPE (CESPE)","Proc MPTCE RN",2002,"","","Embora os tribunais de contas não integrem o elenco dos órgãos do Poder Judiciário, a Constituição da República lhes comete o julgamento da regularidade das contas dos administradores e demais responsáveis por bens ou dinheiros públicos, o que implica investi-los no parcial exercício da função judicante. Acerca do processo de prestação ou tomada de contas no âmbito do Tribunal de Contas do Estado do Rio Grande do Norte (TCE/RN), julgue o item subseqüente. 4 Comprovado alcance ou desvio de dinheiro, bens ou valores públicos, a decisão que julgar as contas irregulares fixará a responsabilidade do agente que praticou o ato em solidariedade com terceiro que, como contratante ou parte interessada no seu resultado, haja concorrido para o dano apurado.",Certo,"www.tecconcursos.com.br/questoes/2084126"
1634,"CEBRASPE (CESPE)","Proc MPTCE RN",2002,"","","Embora os tribunais de contas não integrem o elenco dos órgãos do Poder Judiciário, a Constituição da República lhes comete o julgamento da regularidade das contas dos administradores e demais responsáveis por bens ou dinheiros públicos, o que implica investi-los no parcial exercício da função judicante. Acerca do processo de prestação ou tomada de contas no âmbito do Tribunal de Contas do Estado do Rio Grande do Norte (TCE/RN), julgue o item subseqüente. 5 O responsável condenado por decisão transitada em julgado será notificado para, no prazo de cinco dias, efetuar e comprovar o recolhimento da dívida que lhe foi imputada.  É facultado ao TCE/RN, a requerimento do responsável ou do Ministério Público que atua junto àquele tribunal, autorizar o parcelamento da dívida, na forma estabelecida na norma regimental, incidindo sobre cada parcela os acréscimos legais.",Errado,"www.tecconcursos.com.br/questoes/2084128"
1635,"CEBRASPE (CESPE)","Proc MPTCE RN",2002,"","","Para assegurar a eficácia do controle e a instrução regular dos processos de julgamento de contas, o TCE/RN realiza a fiscalização dos atos e contratos de que resulte receita ou despesa, emanados de responsáveis sujeitos à sua jurisdição. A respeito dos procedimentos fiscalizatórios levados a efeito por esse Tribunal, julgue o item a seguir. 5 No decorrer de inspeção ou auditoria, verificada a ocorrência de alcance ou desvio de dinheiro, bens ou valores públicos, ou outra irregularidade de que resulte dano ao erário, o TCE/RN, à vista de proposta do relator, ordenará, desde logo, a conversão do processo em tomada de contas especial.",Certo,"www.tecconcursos.com.br/questoes/2084223"
1636,"CEBRASPE (CESPE)","ACE (TC DF)",2023,"","","No que se refere à execução da auditoria governamental, julgue o próximo item. Ao executar a conciliação, o auditor tem o objetivo de comparar uma amostra do universo com diferentes fontes de informação, a fim de se certificar da igualdade entre ambas.",Certo,"www.tecconcursos.com.br/questoes/2715122"
1637,"CEBRASPE (CESPE)","ACE (TC DF)",2023,"","","A respeito dos instrumentos utilizados para a fiscalização dos entes alcançados pela administração pública, julgue o item que se segue. Na realização de uma auditoria por servidor competente do TCDF, o ente fiscalizado pode negar-lhe acesso a documentos solicitados, necessários à execução do escopo dos trabalhos.",Errado,"www.tecconcursos.com.br/questoes/2715129"
1638,"CEBRASPE (CESPE)","ACE (TC DF)",2023,"","","No tocante aos serviços auxiliares do TCDF, julgue o próximo item, de acordo com a Lei Orgânica do TCDF. Os dados e informações obtidos em decorrência do exercício das funções de controle e pertinentes aos assuntos sob a fiscalização do TCDF podem, excepcionalmente, ser utilizados para fins de pesquisa científica e acadêmica.",Errado,"www.tecconcursos.com.br/questoes/2716636"
1639,"CEBRASPE (CESPE)","ACE (TCE RJ)",2021,"","","Com relação às fiscalizações realizadas pelo TCE/RJ, julgue o seguinte item. O TCE/RJ executará auditoria operacional quando o objetivo for examinar a legalidade, legitimidade e economicidade dos atos de gestão dos responsáveis sujeitos à sua jurisdição.",Errado,"www.tecconcursos.com.br/questoes/1509460"
1640,"CEBRASPE (CESPE)","ACE (TCE RJ)",2021,"","","O item que se segue, é apresentada uma situação hipotética, seguida de uma assertiva a ser julgada, acerca da execução de auditoria governamental. Celso, analista de controle externo de determinado tribunal de contas, durante a execução de autoria, realizou, junto a fontes externas, a verificação da fidedignidade das informações obtidas internamente do órgão auditado. Com base nessas informações, é correto afirmar que o procedimento de auditoria utilizado foi o de exame documental.",Errado,"www.tecconcursos.com.br/questoes/1509610"
1641,"CEBRASPE (CESPE)","ACE (TCE RJ)",2021,"","","O item que se segue, é apresentada uma situação hipotética, seguida de uma assertiva a ser julgada, acerca da execução de auditoria governamental. Pedro, auditor público, analisou os memoriais de cálculos de férias realizados por determinada entidade para o pagamento do benefício de um servidor. A partir dessas informações, é correto afirmar que o procedimento de auditoria utilizado nessa situação foi o de conferência de cálculos.",Certo,"www.tecconcursos.com.br/questoes/1509611"
1642,"CEBRASPE (CESPE)","ACE (TCE RJ)",2021,"","","O item que se segue, é apresentada uma situação hipotética, seguida de uma assertiva a ser julgada, acerca da execução de auditoria governamental. Enzo, gestor de auditoria interna de empresa pública, acompanhou, pessoalmente, a execução de inventário de determinados bens móveis, inclusive com a aplicação de testes flagrantes, com a finalidade de desvelar erros. Com base nessas informações, é correto afirmar que o procedimento de auditoria utilizado por Enzo foi o de confirmação interna.",Errado,"www.tecconcursos.com.br/questoes/1509612"
1643,"CEBRASPE (CESPE)","ACE (TC DF)",2021,"","","Com relação às competências do Tribunal de Contas do Distrito Federal (TCDF) e à fiscalização exercida por esse órgão, julgue o item. O monitoramento dos cumprimentos das deliberações do TCDF deve obedecer ao plano de fiscalização elaborado pela presidência desse tribunal, em consulta com os relatores, e aprovado pelo plenário.",Certo,"www.tecconcursos.com.br/questoes/1536683"
1644,"CEBRASPE (CESPE)","AUD (TC DF)",2021,"","","Acerca dos instrumentos de fiscalização previstos no Regimento Interno do TCDF, julgue o item a seguir. Acompanhamento é o instrumento de fiscalização utilizado pelo TCDF para verificar o cumprimento de suas deliberações e os resultados delas advindos.",Errado,"www.tecconcursos.com.br/questoes/1784132"
1645,"CEBRASPE (CESPE)","AUD (TC DF)",2021,"","","Acerca da apreciação dos processos relativos à fiscalização de atos e contratos, julgue o item a seguir. Ao apreciar processos relativos à fiscalização de atos e contratos, o relator ou o TCDF, quando verificada a ocorrência de irregularidades decorrentes de ato ilegal ilegítimo ou antieconômico, determinará a audiência dos responsáveis, para que apresentem razões de justificativa, ou, em caso de dano ao erário, a citação dos responsáveis, para que apresentem alegações de defesa.",Errado,"www.tecconcursos.com.br/questoes/1784135"
1646,"CEBRASPE (CESPE)","Ana Min (MPC TCE-PA)",2019,"","","Conforme as disposições do Regimento Interno do TCE/PA, o instrumento de fiscalização denominado inspeção tem o objetivo de",D,"www.tecconcursos.com.br/questoes/972978"
1647,"CEBRASPE (CESPE)","Ana Min (MPC TCE-PA)",2019,"","","No âmbito da atividade de fiscalização de contratos a cargo do TCE/PA, o levantamento é o instrumento de fiscalização utilizado para, entre outras finalidades,",E,"www.tecconcursos.com.br/questoes/973014"
